CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
2711540;26;260795;CENTRO DE SAUDE EVANGELINA FERREIRA DE CARVALHO;AV DORINHA RODRIGUES;CENTRO;-8,73097;-35,7955
2711583;26;260520;CENTRO DE SAUDE PUERICULTURA LACTARIO;RUA DOUTOR ANTONIO DE CASTRO;ATALAIA;-8,359;-35,224
2340461;52;521250;PSF ALTO DAS CARAIBAS;RUA 15 DE NOVEMBRO QD 19;ALTO DAS CARAIBAS;-16,23668;-47,94765
2714191;26;261190;PSF RUA DA LAMA;LAMA;CENTRO;-8,664;-35,159
2712644;26;261370;POSTO DE SAUDE DA FAMILIA VARZEA FRIA II;RUA PRIMAVERA;VARZEA FRIA;-7,99326;-35,02395
2712091;26;260040;LABORATORIO CENTRAL;PRACA DOS TRES PODERES;CENTRO;-8,707;-35,531
2712210;26;261420;PSF AVEROMAR;RUA ANTONIO FRANCISCO DA CRUZ;AVEROMAR;-8,591;-35,116
2712237;26;260890;UNIDADE BASICA DE SAUDE PRISIONAL PDEPG;ARROMBADO DE QUEBRA JEJUM;ZONA RURAL;-7,84281;-35,75318
2712288;26;260795;POSTO DE PSF ALTO DA BOA VISTA;AV FABIO DA SILVEIRA BARROS;CENTRO;-8,727;-35,793
2712296;26;260795;POSTO DE PSF DE FREI CANECA;RUA DA ESTACAO;FREI CANECA;-8,727;-35,793
2712318;26;260795;POSTO DE PSF DE JAQUEIRA;RUA JOSE PELLEGRINO;CENTRO;-8,727;-35,793
2712326;26;261340;POSTO DE SAUDE ABREU DO UNA;RUA DO POSTO;ABREU DO UNA;-8,898;-35,148
2712350;26;260650;PSF BELA VISTA;POVOADO BELA VISTA;BELA VISTA;-9,00513;-36,866
2712369;26;261580;UBSF POVOADO BOQUEIRAO;POVOADO BOQUEIRAO;ZONA RURAL;-8,79114;-37,2207
2712377;26;261180;PSF X NELSON DE BRITO;RUA SAO PAULO;ELDORADO;-8,49156;-35,39864
2712393;26;260420;POSTO DE SAUDE DA COHAB;AVENIDA JOAO GOULART;COHAB;-8,667;-35,717
2712407;26;260480;POSTO DE SAUDE DA FAMILIA BARRA DE JANGADA;ENGENHO BARRA DE JANGADA;CENTRO;-8,47;-35,541
2712415;26;261370;POSTO DE SAUDE DA FAMILIA BARRO VERMELHO;AV BEIRA RIO;BEIRA RIO;-8,00006;-35,0347
2712423;26;260850;POSTO DE SAUDE DA FAMILIA BOA ESPERANCA;RUA DANIEL JOSE DA SILVA;VILA BOA ESPERANCA;-7,92252;-35,29522
2712431;26;261485;POSTO DE SAUDE DA FAMILIA DE DUAS BOCAS;ENGENHO DUAS BOCAS;USINA SANTO INACIO;-8,76;-35,105
2712458;26;260105;ESF I DOM HELDER CAMARA;AVENIDA BRASIL;LOT NOVA ARACOIBA;-7,79;-35,091
2712490;26;260480;POSTO DE SAUDE DA FAMILIA JAIME RODRIGUES;RUA CARLOS JOSE SOARES;CENTRO;-8,47;-35,541
2712504;26;261370;POSTO DE SAUDE DA FAMILIA MATRIZ DA LUZ II;RUA SANTA TEREZINHA;MATRIZ DA LUZ;-8,01146;-35,01526
2712512;26;260850;POSTO DE SAUDE DA FAMILIA NOVA ITAENGA;RUA IDALINA FARIAS DE QUEIROZ;NOVA ITAENGA;-7,91695;-35,26309
2712520;26;261370;POSTO DE SAUDE DA FAMILIA NOVA TIUMA II;RUA DA PONTE;NOVA TIUMA;-7,99005;-35,06458
2712539;26;260480;POSTO DE SAUDE DA FAMILIA ODILON DE MELO;RUA BERNADINO VALENCA BORBA;CENTRO;-8,47;-35,541
2712547;26;261370;POSTO DE SAUDE DA FAMILIA PENEDO II;RUA EPITACIO PESSOA;PENEDO;-8,00643;-35,02684
2712555;26;260850;POSTO DE SAUDE DA FAMILIA PROGRESSO;RUA ANTONIO BATISTA RAMOS;CENTRO;-7,93328;-35,29194
2712563;26;260850;POSTO DE SAUDE DA FAMILIA QUATIS;SITIO QUATIS;ZONA RURAL;-7,9314;-35,33478
2712571;26;261370;POSTO DE SAUDE DA FAMILIA ROSINA LABANCA II;AV PEDRAS PRECIOSAS;ROSINA LABANCA;-8,00127;-35,01815
2712598;26;260850;POSTO DE SAUDE DA FAMILIA SALINAS;RUA EUZEBIO LINS;SALINAS;-7,93292;-35,29679
2712601;26;261290;UBS SANTA RITA;RUA ABMAEL GOMES DA SILVA;CENTRO;-8,80364;-35,93905
2712628;26;261370;POSTO DE SAUDE DA FAMILIA SAO JOAO E SAO PAULO II;RUA SAO BERNARDO;SAO JOAO E SAO PAULO;-8,00711;-35,01404
2712636;26;260480;POSTO DE SAUDE DA FAMILIA USINA PEDROZA;USINA PEDROZA;CENTRO;-8,47;-35,541
2712652;26;260810;UNIDADE DE SAUDE DA FAMILIA DA MELANCIA;SITIO MELANCIA;ZONA RURAL;-7,856;-35,588
2712695;26;260810;UNIDADE DE SAUDE DA FAMILIA DO ROQUE;SITIO ROQUE;ZONA RURAL;-7,856;-35,588
2712725;26;260810;UNIDADE DE SAUDE DA FAMILIA CAMPOS DO BORBA;SITIO CAMPOS DO BORBA;ZONA RURAL;-7,856;-35,588
2712741;26;260420;POSTO DE SAUDE DE CANAA I;RUA SEBASTIAO AMARAL;CANAA;-8,667;-35,717
2712768;26;260420;POSTO DE SAUDE DE CANAA II;RUA RONALDO JOAO;CANAA;-8,667;-35,717
2712784;26;260690;ESF SANTA ANA;AVENIDA ODILON RODRIGUES DA CRUZ;SANTANA ANA;-7,83479;-37,52121
2712806;26;260420;POSTO DE SAUDE DE L GRANDE II;RUA CORONEL MENDO SAMPAIO;L GRANDE;-8,667;-35,717
2712814;26;260420;POSTO DE SAUDE DE L GRANDE I;AVENIDA JOAO CLEMENTINO;L GRANDE;-8,667;-35,717
2712873;26;261245;USF DE POCO DANTAS;POVOADO DE POCO DANTAS;0;-8,38958;-40,21095
2712903;26;260420;POSTO DE SAUDE DE ROCADINHO;RUA DA RODAGEM;CENTRO;-8,667;-35,717
2712946;26;260420;POSTO DE SAUDE DE TABAIARE;RUA BELA AURORA;CENTRO;-8,6691;-35,72493
2712970;26;260420;POSTO DE SAUDE DIAMANTE;RUA MONSENHOR ABILIO GALVAO;DIAMANTE;-8,667;-35,717
2712997;26;260420;POSTO DE SAUDE DO MATADOURO;RUA MANOEL CASSIMIRO;MATADOURO;-8,667;-35,717
2713004;26;261350;POSTO DE SAUDE DO SERROTE;POVOADO DO SERROTE;CENTRO;-7,7782;-38,87986
2713047;26;261180;POSTO DE SAUDE HUMBERTO DE BARROS E SILVA;RUA 05;BANDEIRANTE;-8,51062;-35,38447
2713055;26;260480;POSTO DE SAUDE DA FAMILIA BERNARDINO VALENCA BORBA;AV RIO SERINHAEM;CENTRO;-8,47;-35,541
2713144;26;260850;POSTO DE SAUDE DA FAMILIA JOSE CAVALCANTI DE PETRIBU;SITIO CAMBOA;ZONA RURAL;-7,93123;-35,28909
2713152;26;261180;PSF VII FERNANDO JULIO DE ALBUQUERQUE MARANHAO;ENGENHO VICENTE CAMPELO;VICENTE CAMPELO;-8,51482;-35,30663
2713179;26;261180;PSF VI JOSE LOPES DE SIQUEIRA SANTOS;ENGENHO AGROVILA;AGROVILA;-8,50871;-35,42885
2713195;26;260810;UNIDADE DE SAUDE DA FAMILIA DE OLHO DAGUA CERCADO;ZONA RURAL;ZONA RURAL;-7,856;-35,588
2713209;26;261050;USF OLHO D AGUA DE FIGUEIRAS;SITIO OLHO DAGUA DE FIGUEIRAS;ZONA RURAL;-7,995;-35,581
2713233;26;261390;USF SANTA RITA BERNARDO VIEIRA;R IRINEU INACIO SN R ORACIO ANDRADA SN;SANTA RITA BERNARDO;-7,986;-38,296
2713241;26;261090;UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO;RUA TENENTE RABELO;PRADO;-8,358;-36,696
2713284;26;260990;USF TAMBORIL;FAZENDA TAMBURIL;ZONA RURAL;-7,90113;-40,15496
2713306;26;261180;POSTO DE SAUDE TANCREDO NEVES PSF II;RUA ACRE;ELDORADO;-8,49589;-35,39331
2713365;26;260870;U S F DE ANTONIO JOAQUIM DA SILVA;VILA DE IGARAPEASSU;IGARAPEASSU;-8,658;-35,9
2713373;26;260090;PSF ESTIVAS;ENGENHO ESTIVAS;ENGENHO ESTIVAS;-8,39256;-35,49717
2713381;26;260090;PSF ALICE BATISTA DOS ANJOS;RUA ALCIDES RODRIGUES;ALICE B DOS ANJOS;-8,37052;-35,4561
2713403;26;260870;U S F COMPESA;RUA PROF DIOCLECIO FERREIRA DE ARAUJO;COMPESA;-8,658;-35,9
2713454;26;260150;POSTO DO PSF BATATEIRA;RUA DONZILIO PEREIRA;CENTRO;-8,614;-35,809
2713489;26;261300;PROGRAMA DE AGENTES COMUNITARIOS DE SAUDE;RUA JOAQUIM NABUCO;CENTRO;-8,52089;-36,44292
2713519;26;260690;ESF DE IRAJAI;RUA PROJETADA S N;VILA DE IRAJAI;-7,91701;-37,48698
2713535;26;261150;UNIDADE DE SAUDE DA FAMILIA VALDENISSO SALUSTIANO DA SILVA;RUA DA IGREJA;ZONA RURAL;-8,84424;-36,11486
2713543;26;260005;USF CAETES II;AV A;CAETES II;-7,9237;-34,9191
2713551;26;260005;USF CAETES III B;RUA QUARENTA E NOVE;CAETES III;-7,91151;-34,90776
2713578;26;260005;USF CAETES VELHO BAIXO;2 TRAV RUI BARBOSA;CAETES VELHO;-7,90707;-34,9075
2713586;26;260730;ESF JARDIM ROCHA;RUA GENECI PEREIRA;JARDIM ROCHA;-7,652;-40,149
2713594;26;260005;USF DESTERRO;RUA ROSA PEREIRA DA CRUZ;ALTO SAO MIGUEL;-7,89326;-34,91241
2713608;26;260005;USF ENGENHO NOVO;SITIO ENGENHO NOVO;ENGENHO NOVO;-7,89285;-35,04415
2713616;26;260005;USF FOSFATO;RUA SAO SEVERINO;CENTRO;-7,90543;-34,89988
2713624;26;260005;USF JAGUARIBE;SITIO JAGUARIBE;JAGUARIBE;-7,90991;-34,89147
2713632;26;260005;USF PLANALTO;SEGUNDA TRAVESSA TRINTA E UM DE MARCO;PLANALTO;-7,90444;-34,9164
2713640;26;261290;UBS IGARAPEBA;RUA EDMUNDO GUSMAO;IGARAPEBA;-8,80434;-35,87892
2713659;26;261290;UBS ORATORIO;RUA FLORO JOSE DOS SANTOS;CIDADE BAIXA;-8,81417;-35,93432
2713667;26;260730;ESF SERRA BRANCA;RUA ENEAS SOTERO;SERRA BRANCA;-7,56545;-40,23342
2713675;26;260730;ESF SERROLANDIA 01;RUA SAO GERALDO;SERROLANDIA;-7,46951;-40,2787
2713683;26;260730;ESF GAMELEIRA;SITIO GAMELEIRA;SITIO GAMELEIRA;-7,652;-40,149
2713691;26;260730;ESF PAJEU;SITIO PAJEU;ZONA RURAL;-7,652;-40,149
2713705;26;260005;USF TIMBO;RUA CARLOS GOMES;TIMBO;-7,91234;-34,90516
2713713;26;260730;ESFTORRE;SITIO TORRE;SITIO TORRE;-7,652;-40,149
2713721;26;261190;PSF AGROVILA CONCEICAO;AGROVILA CONCEICAO;ZONA RURAL;-8,664;-35,159
2713764;26;260005;USF ALTO SAO MIGUEL;RUA MURICI;ALTO SAO MIGUEL;-7,90105;-34,90824
2713772;26;261190;PSF ARMANDO MONTEIRO QUEIROZ;AMELIA MONTEIRO;COCAU;-8,664;-35,159
2713780;26;261060;PSF ASA BRANCA;RUA 09 VILA ASA BRANCA;ASA BRANCA;-7,88749;-35,18511
2713799;26;261100;PSF PROJETO BARREIRAS;AGROVILA 01 BLOCO 01;ZONA RURAL;-9,03503;-38,24973
2713802;26;261340;PSF BOA VISTA;RUA ANTONIO MENDES;CENTRO;-8,898;-35,148
2713829;26;260005;USF CAETES I;RUA CENTO E OITENTA E SEIS;CAETES I;-7,91843;-34,93008
2713837;26;260005;USF CAETES III A;RUA OITENTA;CAETES III;-7,91412;-34,91307
2713845;26;260005;USF CAETES VELHO ALTO;RUA 15 DE NOVEMBRO;CAETES VELHO;-7,90846;-34,90917
2713861;26;260005;USF CENTRO I;PRACA POLI;CENTRO;-7,90782;-34,89985
2713888;26;260005;USF CENTRO II;PROF ULISSES PERNAMBUCANO;CENTRO;-7,90798;-34,90287
2713896;26;260005;USF CHA DE CRUZ;RUA ARCO IRIS;CHA DE CRUZ;-7,90172;-35,06401
2713918;26;261060;PSF CHA DO CONSELHO;DISTRITO DE CHA DO CONSELHO;CHA DO CONSELHO;-7,84186;-35,12993
2713926;26;260890;UNIDADE DE SAUDE DA FAMILIA GERALDO DE MEDEIROS;AV CAPIBARIBE;CONGAL;-7,88806;-35,46108
2713934;26;261190;PSF DA COHAB;RUA 5 A;COHAB;-8,664;-35,159
2713942;26;261360;ESF VILA DO ESPIRITO SANTO;POVOADO VILA DO ESPIRITO SANTO;ZONA RURAL;-7,479;-37,274
2713950;26;261060;PSF DE CHA ALEGRE;SITIO CHA ALEGRE;CHA ALEGRE;-7,9406;-35,16587
2713969;26;260690;ESF DE JABITACA;RUA IZAURO TORRES;JABITACA;-7,83187;-37,37545
2713985;26;260005;USF EMBRIOES;AVENIDA D;CAETES II;-7,91707;-34,9135
2714000;26;260990;USF EXTREMA;POVOADO EXTREMA;ZONA RURAL;-7,95166;-40,42958
2714027;26;261340;PSF GAMELEIRA;PE60 KM 115;CENTRO;-8,898;-35,148
2714035;26;261060;PSF GUADALAJARA;RUA CRUZEIRO DO SUL;GUADALAJARA;-7,9458;-35,11599
2714043;26;261060;PSF GUADALAJARA II;BR 408;GUADALAJARA;-7,94251;-35,12206
2714051;26;261510;PSF GUARIBAS;SITIO GUARIBAS;ZONA RURAL;-9,056;-36,623
2714078;26;260765;PSF IBIRANGA II;DESEMBARGADOR JOAO PAZ;IBIRANGA;-7,37721;-35,2397
2714086;26;260130;PSF III MARIA AUXILIADORA;RUA JOAO FERREIRA JUNIOR;CENTRO;-8,41439;-35,666
2714094;26;260005;USF INHAMA;AVENIDA SAO JOAO BATISTA;INHAMA;-7,89409;-34,89846
2714108;26;260005;USF JAQUEIRA;RUA QUARENTA;CAETES III;-7,91697;-34,90816
2714124;26;260100;PSF JOSE BEZERRA DE ARAUJO;RUA MARIO AUGUSTO T FREITAS;CENTRO;-8,88897;-36,28119
2714140;26;260005;USF MATINHA;RUA PITI;MATINHA;-7,90011;-34,90443
2714183;26;261060;PSF PRIMAVERA II;RUA PLANEJADA;LOTEAMENTO PRIMAVERA;-7,9017;-35,17018
2714205;26;260890;UNIDADE DE SAUDE DA FAMILIA JOSE NICOLAU TEIXEIRA;RUA MANOEL SEBASTIAO DE MOURA;SANTA CRUZ;-7,8668;-35,44295
2714221;26;260990;USF SAO JOAO DOS LOPES;POVOADO DO LOPES;ZONA RURAL;-7,95166;-40,42958
2714248;26;261340;PSF TENTUGAL;ENGENHO TENTUGAL;ENG TENTUGAL;-8,898;-35,148
2714256;26;260100;PSF VEREADOR PEDRO CORDEIRO;POVOADO SAO JOSE RUETA;CENTRO;-8,89;-36,286
2714264;26;261340;PSF VIRGINIA ALBUQUERQUE;RUA DO POSTO;VARZEA DO UNA;-8,898;-35,148
2714272;26;261420;PSF PORTO DE PEDRA;R D MARIA DE SOUZA;PORTO DE PEDRA;-8,591;-35,116
2714280;26;260090;PSF XV DE NOVEMBRO;RUA FRACISCO TEXEIRA;CENTRO;-8,37878;-35,45018
2714299;26;261420;PSF BARRA DO SIRINHAEM;RUA ANTONIO RIBEIRO;BASRRA DE SIRINHAEM;-8,61081;-35,05189
2714302;26;261420;PSF CRISTO REDENTOR;RUA MARQUES DE OLINDA;CENTRO;-8,59398;-35,11325
2714310;26;260090;PSF DEMARCACAO;RUA TENENTE PEDRO CHAVES;DEMARCACAO;-8,4276;-35,40481
2714329;26;260090;PSF JOAO PAULO II;RUA DAS HORTENCIAS;JOAO PAULO II;-8,37418;-35,45822
2714337;26;261420;PSF OUTEIRO;RUA OUTEIRO DO LIVRAMENTO;OUTERO DO LIVRAMENTO;-8,59249;-35,11993
2714345;26;261420;PSF SANTO AMARO;R JAXS PERES;SANTO AMARO;-8,591;-35,116
2714353;26;261420;PSF SAO ROQUE;RUA MARQUES DE OLINDA;CENTRO;-8,59398;-35,11325
2714361;26;260090;PSF VILA DA CONCEICAO;PRACA DA BANDEIRA;CENTRO;-8,37632;-35,45222
2714442;26;261300;USF DA RUA NOVA;RUA NOVA;CENTRO;-8,51972;-36,43363
2714450;26;261300;USF DO SANTO AFONSO;RUA 02;SANTO AFONSO;-8,52724;-36,45058
2714566;26;260420;UNIDADE BASICA ELIAS HERCULINO DE SIQUEIRA;RUA BELA AURORA;CENTRO;-8,6691;-35,72493
2714574;26;261247;USF MANOEL DA PAZ;SITIO VELHO;ZONA RURAL;-7,82297;-38,15554
2714612;26;260720;USF 08 NOSSA SENHORA DO O II;RUA MARIO JULIO DO REGO;NOSSA SENHORA DO O;-8,44299;-35,01402
2714620;26;260720;USF 10 BAIRRO SAO MIGUEL;RUA DE SAO MIGUEL;SAO MIGUEL;-8,399;-35,064
2714639;26;260720;USF 04 CAETES;RUA 03;ENGENHO CAETES AGROV;-8,399;-35,064
2714647;26;260720;USF 07 CAMPO DO AVIAO;LOTEAMENTO ANTONIO DOURADO NETO;CAMPO DO AVIAO;-8,399;-35,064
2714655;26;260720;USF 09 ENGENHO MARANHAO;ENGENHO MARANHAO;ENGENHO MARANHAO;-8,399;-35,064
2714663;26;260720;USF 06 MARACAIPE;LOTEAMENTO BAIA DE MARACAIPE;MARACAIPE;-8,399;-35,064
2714671;26;261247;USF DR SEVERIANO DOS SANTOS DINIZ;RUA CAROLINO CAMPOS;CENTRO;-7,82243;-38,15287
2714698;26;261350;UNIDADE DE SAUDE DA FAMILIA ADELMO ALVES TERTO;RUA SAO PAULO;VILA DELMIRO;-7,86829;-38,76502
2714701;26;261440;UNIDADE DE SAUDE DA FAMILIA CENTRO;RUA JESUINO PEREIRA;CENTRO;-7,6;-37,652
2714728;26;261520;UNIDADE DE SAUDE DA FAMILIA CIDADE;AV AGAMENON MAGALHAES;CENTRO;-8,23;-39,376
2714736;26;261610;UNIDADE DE SAUDE DA FAMILIA DE GROSSOS;AV JOSE SANTIAGO;POVOADO;-7,926;-38,972
2714744;26;261040;USF ICAICARA;POVOADO ICAICARA;ICAICARA;-8,091;-39,578
2714760;26;261610;UNIDADE DE SAUDE DA FAMILIA DE LAGOA;POVOADO DE LAGOA;ZONA RURAL;-7,926;-38,972
2714787;26;261610;UNIDADE DE SAUDE DA FAMILIA DE VERDEJANTE;AGAMENON MAGALHAES;CENTRO;-7,92564;-38,96978
2714795;26;261350;UNIDADE DE SAUDE DA FAMILIA DO BOM NOME;RUA MANOEL PEREIRA LINS;CENTRO;-7,99574;-38,62332
2714841;26;261247;USF DR ARTUR LEAL DINIZ;RUA DOROTEU DE SOUZA LEITE;CENTRO;-7,821;-38,153
2714868;26;261350;UNIDADE DE SAUDE DA FAMILIA JATOBA;POVOADO JATOBA;CENTRO;-7,87457;-38,92737
2714876;26;260765;UNIDADE DE SAUDE DA FAMILIA MARACUJA II;RUA SEVERINO NUNES DE SOUZA;MARACUJA;-7,40563;-35,10542
2714884;26;261440;UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO;POVOADO SAO FRANCISCO;ZONA RURAL;-7,6;-37,652
5131456;51;510550;PSF RURAL;BR 174;SAO JOSE;-15,10359;-59,66467
2715546;26;261500;USF CAIC;ROD PE 130 KM 08;SITIO;-7,903;-36,044
2715554;26;261245;USF DE BULANDEIRA;AV ANTONIO FLORES;BULANDEIRA;-8,23872;-40,32634
2715562;26;261245;USF DE VARZINHA;POVOADO DE VARZINHA;00;-8,08496;-40,41618
2715570;26;260790;USF GRUPIARA;RUA ALESSANDRA DAVI;BARRA DE JANGADA;-8,21743;-34,93105
2715589;26;260790;USF LOTE 56;RUA AGAMENON MAGALHAES;MURIBEQUINHA;-8,12402;-35,02181
2715899;41;410690;UMS SALGADO FILHO;AVN SENADOR SALGADO FILHO;UBERABA;-25,48852;-49,22288
2715929;33;330580;UNIDADE BASICA DE SAUDE DE AGUA QUENTE;RODOVIA SANTOS DUMONT;AGUA QUENTE;-22,12443;-42,77947
2715945;33;330580;UNIDADE BASICA DE SAUDE DA FAMILIA DE ARARAS;RUA AMAZONAS;ARARAS;-22,4338;-42,96965
2716011;35;354100;USAFA MIRIM I;AVENIDA DOS SINDICATOS;MIRIM;-24,02838;-46,48554
2716038;35;354100;USAFA SOLEMAR;AV PRES KENNEDY;SOLEMAR;-24,0575;-46,55244
2716046;35;354100;USAFA TUPI;RUA MEINACOS;TUPI;-24,02122;-46,46434
2723654;23;230270;NASF 1;RUA VALDEMAR FALCAO;CENTRO;-7,074;-40,376
2716194;35;353325;CS DE NOVAIS;RUA MAJOR JOAO BATISTA NOVAIS;CENTRO;-20,99209;-48,91832
2716208;35;353900;CENTRO DE SAUDE DR UEBE REZECK;RUA DR CAMPOS SALLES;CENTRO;-21,09339;-48,66143
2716216;35;354560;CENTRO DE SAUDE II DR BENEDITO DE OLIVEIRA BICUDO;RUA JOAQUIM COTRIM;CENTRO;-21,2445;-48,80846
2716224;35;352570;CENTRO DE SAUDE II JOSEFA T BRAGA CENTRO ODONTO J BONIF;PRC SEBASTIAO PEREIRA LIMA;CENTRO;-21,05923;-49,6843
2716232;35;354570;CS DE SANTA ALBERTINA;RUA PEDRO PRUDENTE DE MORAIS;CENTRO;-20,03323;-50,7263
2716399;35;351070;UBS VILA ALVES CARDOSO;RUA OITO;VILA ALVES;-20,16991;-49,96968
2716429;35;351550;UBS HEITOR MALDONADO ARAGUAIA FERNANDOPOLIS;AVENIDAS DAS PATATIVAS;JARDIM ARAGUAIA;-20,26872;-50,24612
7953607;29;291072;CONJUNTO PENAL DE EUNAPOLIS;FAZENDA MARIA MARIA;THIAGO DE MELO I;-16,33608;-39,56039
2317753;15;150180;UNIDADE DE SAUDE DA FAMILIA DO AEROPORTO;RUA CONSTANTINO FELIX;AEROPORTO;-1,68;-50,4808
2716518;35;354560;UNIDADE BASICA DE SAUDE CARLOS PALMA COHAB;RUA PRUDENTE DE MORAIS;CONJ ELZA G BRANCO;-21,24844;-48,7964
2716577;35;350180;CS DE AMERICO DE CAMPOS;RUA SAO JOAO;CENTRO;-20,29773;-49,73367
2716690;35;351885;UNIDADE BASICA DE SAUDE DR ORESTES DE MOURA PINTO;RUA HERMINIO FELIX BONFIM MINIO;CENTR0;-21,49706;-48,03928
2716739;35;350635;UNIDADE BASICA DE SAUDE BORACEIA;RUA PROFESSOR GERALDO RODRIGUES MONTEMOR;BORACEIA;-23,854;-46,139
2716763;35;351500;UBS SANTA TEREZA;RUA BUTANTA;JAD SANTA TEREZA;-23,64942;-46,80296
2716887;35;352900;USF FIGUERINHA;AVENIDA JOSE JORENTE;FIGUEIRINHA;-22,16293;-49,94476
2716895;35;352900;USF JANIO QUADROS;RUA FELIPE NAVAS;JANIO QUADROS;-22,214;-49,946
2716941;35;352900;USF LILIANA;LEONOR MAZALLI;LILIANA;-22,14997;-49,96234
2716984;35;352900;USF TOFOLI;RUA YUTAKA KAMAKURA;JARDIM TOFOLI;-22,214;-49,946
2716992;35;352900;USF VILA BARROS;R AMANDO DE OLIVEIRA ROCHA FILHO;VILA BARROS;-22,214;-49,946
2717018;35;352900;USF VILA HIPICA;R LUIZ MANHAES;VILA HIPICA;-22,214;-49,946
2717026;35;352900;USF VILA NOVA;R HERMES DA FONSECA;VILA NOVA;-22,214;-49,946
2717328;13;130120;UNIDADE BASICA DE SAUDE MARIA FERNANDES DANTAS;RUA INDEPENDENCIA;CENTRO;-4,08529;-63,14007
2717344;13;130120;UNIDADE BASICA DE SAUDE HENRIQUE OCTAVIO POOL;RUA SANTOS DUMONT;DUQUE DE CAXIAS;-4,08965;-63,13882
2717530;23;230730;UBS FRANCISCANOS I;RUA SAO BENTO;FRANCISCANOS;-7,21392;-39,31218
2717573;23;230730;UBS JUVENCIO SANTANA;RUA PADRE MEDEIROS;JUVENCIO SANTANA;-7,20219;-39,30416
2717611;23;230730;UBS JOAO CABRAL II E IV;RUA SENHOR DO BONFIM;JOAO CABRAL;-7,213;-39,315
2717646;23;230730;UBS PIRAJA I;RUA TEREZINHA FELIX DE JESUS;PIRAJA;-7,213;-39,315
2717654;23;230730;UBS NOVO JUAZEIRO;AVENIDA PRESIDENTE CASTELO BRANCO;NOVO JUAZEIRO;-7,213;-39,315
2717751;21;211180;CENTRO DE SAUDE RAMIRO MARTINS VIANA;AVENIDA LEONARDO DE ALMEIDA;CENTRO;-5,87799;-46,69895
2717808;21;210312;UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO;SAO SEBASTIAO;ZONA RURAL;-2,23286;-44,92044
2717816;21;210312;UNIDADE DE SAUDE DA FAMILIA MONTE CRISTO;POVOADO DE MONTE CRISTO;ZONA RURAL;-2,199;-44,826
2717840;21;210880;U B S MARIA BORGES DE ARAUJO;POVOADO MATOES;ZONA RURAL;-3,82032;-44,26546
2717859;21;211180;UBS SANTA MARIA;POVOADO SANTA MARIA;ZONA RURAL;-6,34;-46,638
2717867;21;210720;UBS MARIA DOS ANJOS;ASSENTAMENTO PALMARES;ZONA RURAL;-3,466;-43,905
2717883;21;210720;UNIDADE BASICA DE SAUDE DE SAO DOMINGOS II PSF;POVOADO SAO DOMINGOS II;ZONA RURAL;-3,54553;-43,89767
2717905;21;210880;U B S RAIMUNDO FERREIRA DOS SANTOS;POVOAODO ESTIRAO;ZONA RURAL;-3,73905;-44,18701
2717913;21;210880;U B S JULIO ROSA DE SOUSA;POVOADO PANAMIRIM;ZONA RURAL;-3,8312;-44,17259
2717956;23;230030;POSTO DE SAUDE DA VILA AROEIRA;RUA JOAO FLORENCO;VILA AROEIRA;-6,095;-39,453
2717972;23;230030;PSF DA SEDE RURAL;VILA CAIXA;ZONA RURAL;-6,095;-39,453
2718049;35;352310;CAIC CENTRO DE ATENDIMENTO INTEGRAL DA CRIANCA DE ITAQUA;RUA SANTA CATARINA;MORRO BRANCO;-23,49667;-46,34378
2717875;21;210880;POSTO DE SAUDE SANTA ROSA;POVOADO SANTA ROSA;ZONA RURAL;-3,62735;-44,10324
2717891;21;210880;POSTO DE SAUDE ALVARO MARTINS DE SOUZA;POVOADO TIQUARAS;ZONA RURAL;-3,84366;-44,28971
9036423;42;420750;ESTRATEGIA DE SAUDE DA FAMILIA MARCIA MARIA ANDREATTA;RUA JOAO BATISTA DERETTI;ESTADOS;-26,90992;-49,23554
2718626;35;351830;UBS BENEDICTO ANTONIO MARIANO LAMBARI;AVENIDA FRANCISCA LERARIO;LAMBARI;-23,38031;-46,13181
2718634;35;354680;ESF OURO FINO;RUA DO COMERCIO ESTRADA DO OURO FINO;OURO FINO;-23,28511;-46,24146
2718766;35;352310;UBS JARDIM CAIUBY;ESTRADA DOS INDIOS;JARDIM CAIUBY;-23,43388;-46,31827
2718774;35;352310;UBS JARDIM MARAGOGIPE;RUA PAULISTANIA;JARDIM MARAGOGIPE;-23,45247;-46,33691
2718790;35;352310;UBS JARDIM PAINEIRA;RUA SERRA DO PARANAPIACABA;JARDIM PAINEIRA;-23,22275;-45,8987
2718804;35;351880;UBS LAVRAS;RUA SOUTO SOARES;LAVRAS;-23,39814;-46,43218
2718812;35;352310;UBS MONTE BELO;RUA ARUJA;VILA MONTE BELO;-23,48379;-46,36761
2718820;35;352310;UBS MORRO BRANCO;RUA RIO GRANDE DO SUL;ARACARE;-23,50214;-46,34314
2718839;35;352310;UBS PARQUE MARENGO;AVENIDA GONCALVES DIAS;PARQUE RESIDENCIAL M;-23,49392;-46,30148
2718847;35;352310;UBS RECANTO MONICA;RUA MOMBUCA;PARQUE RECANTO MONIC;-23,47255;-46,28876
